id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
RKKHQE,kkbvmf,TR510,2024-08-03 10:40:00,2024-08-03 11:10:00,English,"{'title': 'Find out how designers contribute to OSS: Diaries of designers contributing to OSS', 'description': 'In October 2023 Superbloom.design published findings from 10-16 week diary studies reported by designers actively working on OSS contributions. The diary studies aim was to investigate some of the key questions relating to design in OSS and fill some of the larger systemic “gaps” of information from non-code contributors’ experiences in OSS. There is existing research about designers in open source, but it has focused on analysis of data on issue trackers or interviews with designers.\r\n\r\nThis session will cover an overview of the study, some of the key learnings and recommendations from Superbloom Designers on how to improve and progress design in OSS.\r\n\r\nhttps://github.com/sprblm/Diary-Studies-Designers-in-OSS'}","{'title': 'Find out how designers contribute to OSS: Diaries of designers contributing to OSS', 'description': 'In October 2023 Superbloom.design published findings from 10-16 week diary studies reported by designers actively working on OSS contributions. The diary studies aim was to investigate some of the key questions relating to design in OSS and fill some of the larger systemic “gaps” of information from non-code contributors’ experiences in OSS. There is existing research about designers in open source, but it has focused on analysis of data on issue trackers or interviews with designers.\r\n\r\nThis session will cover an overview of the study, some of the key learnings and recommendations from Superbloom Designers on how to improve and progress design in OSS.\r\n\r\nhttps://github.com/sprblm/Diary-Studies-Designers-in-OSS'}",['38YEKA'],"['en', 'Elementary']",https://hackmd.io/@coscup/Hk38I7dKR,,,,https://coscup.org/2024/session/RKKHQE,2024
GZVFYK,l0gknt,TR213,2024-08-04 10:40:00,2024-08-04 11:10:00,Chinese,"{'title': 'A brief introduction to Oracle Extractable Value(OEV)', 'description': 'Oracle Extractable Value (OEV) 是一種特殊的Maximal Extractable Value (MEV)，利用鏈上與鏈下資料之間的不一致性，創造價值捕獲的機會。預言機提供的資料通常滯後於現實世界的市場價格，因此當預言機更新數據時，有經驗的參與者-包括searchers、block builders及proposers(Validators)-就會有盈利空間。\r\n\r\n這種機制不僅包括了搶跑，也涉及跨平台套利和清算抵押品以獲得獎勵。\r\n\r\n目前，OEV相關的專案希望解決價值分配的不公問題，允許協議和應用捕捉這些利潤並進行重新分配。這些項目通過OFA減少第三方從區塊鏈交易中提取的隱藏成本，從而提高dApp的收益並改善用戶體驗。\r\n\r\n身邊知道這個東西的人不多，希望能透過我的介紹讓普羅大眾能理解這個酷酷的名詞。'}","{'title': 'A brief introduction to Oracle Extractable Value(OEV)', 'description': 'Oracle Extractable Value (OEV) is a specific type of Maximal Extractable Value (MEV) that creates opportunities for value capture by exploiting inconsistencies between on-chain and off-chain data. The data provided by oracles often lags behind the real-world market prices, thus when oracles update their data, experienced participants—including searchers, block builders, and proposers (Validators)—can find profitable opportunities.\r\n\r\nThis mechanism involves not only front-running but also cross-platform arbitrage and liquidation of collateral to obtain rewards.\r\n\r\nCurrently, projects related to OEV aim to address the issue of unfair distribution of value, allowing protocols and applications to capture these profits and redistribute them. These projects reduce hidden costs extracted by third parties from blockchain transactions through OFA, thereby enhancing the revenue of dApps and improving user experience.'}",['BRAU93'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/H1VCXfOYR,,,,https://coscup.org/2024/session/GZVFYK,2024
P8HW3Z,adpakg,TR512,2024-08-04 14:40:00,2024-08-04 15:10:00,Chinese,"{'title': '以『影像』作為行動，形塑文化保存可能的樣貌：社子島攝影志工團', 'description': '社子島夜弄土地公作為一年一度台北市重大的元宵活動，如何吸引攝影師前來拍攝？攝影志工團如何成立並透過一張張影像，形塑出這個在地信仰與居民連結的強度，也拉近更多人走進社子島、認識社子島。'}","{'title': '以『影像』作為行動，形塑文化保存可能的樣貌：社子島攝影志工團', 'description': '社子島夜弄土地公作為一年一度台北市重大的元宵活動，如何吸引攝影師前來拍攝？攝影志工團如何成立並透過一張張影像，形塑出這個在地信仰與居民連結的強度，也拉近更多人走進社子島、認識社子島。'}",[],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rJR9NXdYA,,,,https://coscup.org/2024/session/P8HW3Z,2024
7H8Q8E,4nixb1,TR313,2024-08-03 15:30:00,2024-08-03 16:00:00,Chinese,"{'title': '資料視覺化 - 新手也能學會的 D3.js 實戰', 'description': '「如何能夠有創意、快速、精準的將資料以更直觀的方式讓他人理解？」無論是社會、自然、資料科學學生進行研究，亦或是設計師、工程師打造網頁介面，毫無疑問都會碰到這個棘手的問題。D3.js 是一款完全開源並基於 JavaScript 的函式庫，能夠便捷的呈現各種豐富的圖表、串聯地理資訊、也能夠與其他函式庫結合製作有趣的互動效果。本議程將從最基礎的前端概念出發，搭配實際應用在生活、統計的案例，並輔以實作讓即便是程式新手也能理解 D3.js。'}","{'title': 'Data Visualization - D3.js for Beginners', 'description': '「如何能夠有創意、快速、精準的將資料以更直觀的方式讓他人理解？」無論是社會、自然、資料科學學生進行研究，亦或是設計師、工程師打造網頁介面，毫無疑問都會碰到這個棘手的問題。D3.js 是一款完全開源並基於 JavaScript 的函式庫，能夠便捷的呈現各種豐富的圖表、串聯地理資訊、也能夠與其他函式庫結合製作有趣的互動效果。本議程將從最基礎的前端概念出發，搭配實際應用在生活、統計的案例，並輔以實作讓即便是程式新手也能理解 D3.js。'}",['UJRC3G'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/H1dirQ_K0,,,,https://coscup.org/2024/session/7H8Q8E,2024
998F3C,7k9swr,TR409-2,2024-08-03 11:30:00,2024-08-03 12:00:00,English,"{'title': 'Playing nice with your friends: database diversity with PostgreSQL FDWs', 'description': ""PostgreSQL is the world's most powerful open-source database.  Testing it out does not have to be a scary or risky experience.  Learn how to use it without making severe changes to your applications.""}","{'title': 'Playing nice with your friends: database diversity with PostgreSQL FDWs', 'description': ""PostgreSQL is the world's most powerful open-source database.  Testing it out does not have to be a scary or risky experience.  Learn how to use it without making severe changes to your applications.""}",['YWKWHX'],"['en', 'Elementary']",https://hackmd.io/@coscup/ryMdIz_FR,,,,https://coscup.org/2024/session/998F3C,2024
RR9NV8,o06nfs,TR214,2024-08-04 11:15:00,2024-08-04 11:45:00,Chinese,"{'title': '破除教育鴻溝：透過開源，偏鄉職生也能跳脫舒適框架', 'description': '破除教育鴻溝，從自我覺察開始，從教育下手，從科技切入，從環境改善，最終跳脫舒適圈。\r\n\r\n結合自身經歷和科技知識，發揮自己的專長，擔任 Giver 的角色，為偏鄉盡一份自己的心力。\r\n\r\n你會在本議程中了解到以下議題：\r\n\r\n1. 偏鄉現況和處境\r\n2. 教育鴻溝的挑戰\r\n3. 開源的力量\r\n4. 如何盡一份自己的心力？'}","{'title': 'Bridging the Education Gap: Through open-source, students in rural areas can also break out of their comfort zones.', 'description': 'Bridging the Education Gap: Starting with self-awareness, focusing on education, utilizing technology, and improving the environment to ultimately break out of the comfort zone.\r\n\r\nCombine personal experience and technological knowledge to leverage your expertise and take on the role of a Giver, contributing to rural areas.\r\n\r\nIn this agenda, you will learn about the following topics:\r\n\r\nThe current situation and conditions in rural areas\r\nThe challenges of the education gap\r\nThe power of open-source\r\nHow to contribute your efforts?'}",['NXKZZA'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/S1XatzOKR,,,,https://coscup.org/2024/session/RR9NV8,2024
DWMXGB,0mhki6,TR514,2024-08-03 13:55:00,2024-08-03 14:25:00,English,"{'title': 'Getting Started with MySQL on Kubernetes: Challenges and Solutions for Beginners', 'description': 'Recently, there has been a growing trend of running database products on Kubernetes. In this article, the author shares their experience of deploying and managing MySQL on Kubernetes, highlighting some of the challenges they faced as a beginner, including the pitfalls they encountered and how they overcame them. This presentation will describe the technical challenges we have encountered with MySQL, MySQL Operator, and MySQL on Kubernetes, and the approaches we have taken to address them. There are various possibilities for individuals who are not specialized in DB engineering to collaborate with MySQL. This presentation is intended to serve as a reference for those who are beginner to databases.'}","{'title': 'Getting Started with MySQL on Kubernetes: Challenges and Solutions for Beginners', 'description': 'Recently, there has been a growing trend of running database products on Kubernetes. In this article, the author shares their experience of deploying and managing MySQL on Kubernetes, highlighting some of the challenges they faced as a beginner, including the pitfalls they encountered and how they overcame them. This presentation will describe the technical challenges we have encountered with MySQL, MySQL Operator, and MySQL on Kubernetes, and the approaches we have taken to address them. There are various possibilities for individuals who are not specialized in DB engineering to collaborate with MySQL. This presentation is intended to serve as a reference for those who are beginner to databases.'}",['Y9YAZZ'],"['en', 'Elementary']",https://hackmd.io/@coscup/HkyGw7uY0,,,,https://coscup.org/2024/session/DWMXGB,2024
ZAJQLR,kq2w3t,TR210,2024-08-03 12:20:00,2024-08-03 12:50:00,Chinese,"{'title': '分享貢獻開源專案的經驗：好玩又有意義', 'description': '這次我想分享我從開源使用者到貢獻者的故事，一開始只是偶爾看看有在使用的原始碼，沒想到越陷越深、走火入魔，最後開始貢獻。\r\n後來學了 Rust，但工作也用不到，只好用在開源專案，順便說說我從中得到什麼、與工作的差別，開源就像一片淨土，也像冒險者工會，你可以上去接接任務。\r\n這段會講解一些我是如何入門，還有提交 pr 的注意事項、禮貌和心路歷程，以 Rust 的專案當範例講解，給想參加的朋友一些方向。'}","{'title': '分享貢獻開源專案的經驗：好玩又有意義', 'description': '這次我想分享我從開源使用者到貢獻者的故事，一開始只是偶爾看看有在使用的原始碼，沒想到越陷越深、走火入魔，最後開始貢獻。\r\n後來學了 Rust，但工作也用不到，只好用在開源專案，順便說說我從中得到什麼、與工作的差別，開源就像一片淨土，也像冒險者工會，你可以上去接接任務。\r\n這段會講解一些我是如何入門，還有提交 pr 的注意事項、禮貌和心路歷程，以 Rust 的專案當範例講解，給想參加的朋友一些方向。'}",['DKRLMJ'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/B1uo_GdKC,,,,https://coscup.org/2024/session/ZAJQLR,2024
XZ8L9M,uheyar,RB102,2024-08-03 15:15:00,2024-08-03 16:00:00,English,"{'title': 'TDD with AI?', 'description': 'One of the big premises of the ""AI Revolution"" is to make our life easier as engineers.\r\nBut can it deliver on this? How fruitful is it for TDD practitioners? Does make you faster or slows you this down? Let\'s take a look together!'}","{'title': 'TDD with AI?', 'description': 'One of the big premises of the ""AI Revolution"" is to make our life easier as engineers.\r\nBut can it deliver on this? How fruitful is it for TDD practitioners? Does make you faster or slows you this down? Let\'s take a look together!'}",['KFSNTA'],"['en', 'Middle']",https://hackmd.io/@coscup/BJU9ofOFA,,,,https://coscup.org/2024/session/XZ8L9M,2024
9EL3VE,adpakg,TR512,2024-08-04 15:15:00,2024-08-04 15:45:00,Chinese,"{'title': '事件、歷史製作與展示', 'description': '博物館被視為是一種能以具體物件作為媒介，藉以溝通、表達、呈現與傳遞專業知識的機構。而博物館此機構作為特定時空和社會文化背景下的形成過程，也無可避免難以不去觸碰，關於彼時主導的政治行動的意識形態，諸如殖民主義、帝國主義與民族主義等，並且會對社會集體價值與觀念產生重大影響。而展示作為特殊書寫文本，再現、動態詮釋且脈絡化人類社會積累的知識，向觀看者傳達意義、關係與權力。 故在博物館的展示中，文化不只被動地被呈現，同時更被主觀地詮釋、再現與挪用，博物館除了展現其文化知識、藝術美學、生命奧妙、科學真理，同時需要探究，在那背後，是由什麼決定適當的文化、藝術、自然與真理。博物館擁有「詩意」（poetic），也同時具備「政治學」，藉由「物」此凝聚意義符號，對於建構社會認同與表達文化差異象徵的獨特性。在過去，博物館的出現，絕大部分伴隨殖民帝國的擴張，展現帝國威勢民族誌式的蒐藏，或是為顯現王公貴族品味財富、珍奇櫃式的展示等，博物館的性質與定位隨著社會變遷、思想轉向產生出新的博物館類型。因著社會與政治發生巨大變化，殖民主義遭到批判，蒐藏品的真實性與客觀性亦連帶重新檢視，也因此，面對時代演變、解殖思想興起，博物館應該要以新的觀點和方式重新看待自身定位，讓歷史記憶不再侷限於國界與過去，也不再與民族國家倡導者的記憶混為一談，而是跨越國界，著眼於有共同目標的地方社群、公共共同體，而地景的呈現與地方和國族認同的重新建構，都成為一種新的紀念形式被實踐著，博物館的歷史敘事也朝向多層次敘事發展。 而要如何重新建構敘事與展示，為未來世代保存多元記憶，便是本文藉由 各篇期刊文獻、書本篇章綜整所要探究的內涵。本講座將就博物館如何製作、形塑出歷史、事件、文化遺產，與如何藉由物的蒐藏與詮釋、展示的設計，進一步凝聚地方、集體、國族認同，亦或反思遭國家官方觀點煙滅的聲音，及批判關於以白人、西方觀點為中心的異國文化，最後帶到城市與遺產的展示也能刺激當地居民、觀光客的到訪，塑造出可參觀的文化樣貌。'}","{'title': '事件、歷史製作與展示', 'description': '博物館被視為是一種能以具體物件作為媒介，藉以溝通、表達、呈現與傳遞專業知識的機構。而博物館此機構作為特定時空和社會文化背景下的形成過程，也無可避免難以不去觸碰，關於彼時主導的政治行動的意識形態，諸如殖民主義、帝國主義與民族主義等，並且會對社會集體價值與觀念產生重大影響。而展示作為特殊書寫文本，再現、動態詮釋且脈絡化人類社會積累的知識，向觀看者傳達意義、關係與權力。 故在博物館的展示中，文化不只被動地被呈現，同時更被主觀地詮釋、再現與挪用，博物館除了展現其文化知識、藝術美學、生命奧妙、科學真理，同時需要探究，在那背後，是由什麼決定適當的文化、藝術、自然與真理。博物館擁有「詩意」（poetic），也同時具備「政治學」，藉由「物」此凝聚意義符號，對於建構社會認同與表達文化差異象徵的獨特性。在過去，博物館的出現，絕大部分伴隨殖民帝國的擴張，展現帝國威勢民族誌式的蒐藏，或是為顯現王公貴族品味財富、珍奇櫃式的展示等，博物館的性質與定位隨著社會變遷、思想轉向產生出新的博物館類型。因著社會與政治發生巨大變化，殖民主義遭到批判，蒐藏品的真實性與客觀性亦連帶重新檢視，也因此，面對時代演變、解殖思想興起，博物館應該要以新的觀點和方式重新看待自身定位，讓歷史記憶不再侷限於國界與過去，也不再與民族國家倡導者的記憶混為一談，而是跨越國界，著眼於有共同目標的地方社群、公共共同體，而地景的呈現與地方和國族認同的重新建構，都成為一種新的紀念形式被實踐著，博物館的歷史敘事也朝向多層次敘事發展。 而要如何重新建構敘事與展示，為未來世代保存多元記憶，便是本文藉由 各篇期刊文獻、書本篇章綜整所要探究的內涵。本講座將就博物館如何製作、形塑出歷史、事件、文化遺產，與如何藉由物的蒐藏與詮釋、展示的設計，進一步凝聚地方、集體、國族認同，亦或反思遭國家官方觀點煙滅的聲音，及批判關於以白人、西方觀點為中心的異國文化，最後帶到城市與遺產的展示也能刺激當地居民、觀光客的到訪，塑造出可參觀的文化樣貌。'}",[],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/r142VmOtC,,,,https://coscup.org/2024/session/9EL3VE,2024
